added,description,url,type,required,name,start,link,location,close,open,min_study
,"<div class=""field-item even"" property=""content:encoded""><p><strong>The DPM&amp;C Graduate Development Program application round for the 2017 intake has now closed. Register on GradAustralia and bookmark DPM&amp;C to receive alerts when the 2018 application round open in early 2017.</strong></p>

<p>When you apply for PM&amp;C's Graduate Programme, you're not just applying for a job, you're opening the door to your career...<br>
<br>
<strong>2017 GRADUATE PROGRAMME</strong><br>
<br>
Do you want to make a real contribution to the success of our country? We offer exciting and fulfilling work at the heart of government with career development opportunities difficult to find elsewhere.<br>
<br>
Our Graduate Programme is a two year, structured, on-the-job development programme that provides you with the support, opportunities and challenges you need to kick start your career in the Australian Public Service (APS).<br>
<br>
<strong>WHAT WORK WILL YOU DO?</strong><br>
<br>
As a PM&amp;C Graduate you will help advance Australia's interests by working across government to advise the Prime Minister on policies across the full range of government activities, and implement cabinet decisions.<br>
<br>
You will work on matters of particular importance to the Prime Minister, social and economic policies, Indigenous affairs and national security. You may also get the chance to work on special taskforces which could include counter-terrorism, Commonwealth-State relations, deregulation, women's policy, cyber security and international delegate events. Some of our previous Graduates have even had the chance meet members of the royal family or heads of state!<br>
<br>
As part of the Graduate Programme you will undertake rotations in each of our four Canberra-based business groups, our Regional Network (state and regional offices) and in an external partner organisation in the not-for-profit, non-government or private sector. These rotations will give you the opportunity to develop a broad knowledge and understanding of the Government's priorities, and experience the development and implementation of government policy and its effectiveness on the ground first hand.<br>
<br>
<strong>WHAT DO WE OFFER?</strong><br>
<br>
• Generous salary and employer superannuation contributions, with the opportunity to fast track from an APS 3 ($55,862) to an APS 5 ($69,143) within two years!<br>
• 4 weeks of paid annual recreation leave, cumulative paid sick leave and long service leave.<br>
• A flexible, diverse and inclusive workplace that does not discriminate on the grounds of gender, sexual identity, age, race, ethnicity, religion or disability.<br>
• The opportunity to work with strong, smart, visionary and experienced leaders who encourage and support you to develop your interests and expertise and achieve your ambitions.<br>
• Structured development opportunities tailored to your individual learning needs and goals, including formal and informal training and networking.<br>
• Plenty of support to ensure your success, including a buddy and mentor.<br>
<br>
<strong>WHO ARE WE LOOKING FOR?</strong><br>
<br>
We are looking for motivated and high achieving people from a variety of backgrounds and academic disciplines – anything from economics, politics and international relations right through to marketing, IT, philosophy, mathematics and science. Regardless of what you have studied, we want to hear from you!<br>
<br>
<strong>To apply you will need to:</strong><br>
• have completed a minimum 3 year undergraduate bachelor degree by 31 December 2016 (degree must be recognised in Australia)<br>
• have maintained a credit (or equivalent) average throughout your degree<br>
• be able to obtain an Australian Government security clearance to a minimum of Negative Vetting Level 2<br>
• be an Australian citizen<br>
<br>
<strong>APPLICATIONS FOR OUR 2017 GRADUATE PROGRAMME WILL OPEN IN APRIL 2016.</strong></p>
</div>",https://gradaustralia.com.au/dpmc-2017-graduate-development-program-canberra,Graduate Jobs,None,DPM&C 2017 Graduate Development Program - Canberra,2017-01-01T00:00:00+11:00,http://www.dpmc.gov.au/work-for-us/graduate-careers,"Canberra, ACT",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p><strong>Are you a first year student looking for the opportunity to jump start your career?</strong></p>

<p>Our Deloitte Private Young Achievers program (offered in Sydney only) gives you the opportunity to work flexibly while you are studying to complete your degree, enabling you to gain real business and client experience before you graduate.</p>

<p>Click the Apply Online button </p>

<p><strong>Our Deloitte Private Young Achievers Program offers: </strong></p>

<p>Flexible part-time and full-time study whilst working<br>
The opportunity to fast track your development through on-the-job learning<br>
Career mentoring and coaching from experienced professionals<br>
On-the-job training to build your business knowledge and skills<br>
Allowances for text books and union fees<br>
Bonuses for outstanding results throughout your degree<br>
The opportunity to secure your future</p>
</div>",https://gradaustralia.com.au/deloitte-private-young-achievers-program-sydney,Internships,,Deloitte Private Young Achievers Program Sydney,,,Sydney,,,
,"<div class=""field-item even"" property=""content:encoded""><p>This two day interactive program offers you professional development, an insight into life at Deloitte and an advanced opportunity to secure a summer vacation position.</p>

<p>You are eligible if you are in your 1st year of a 3 year degree, 2nd year of a 4 year degree or 3rd year of a 5 year degree.</p>
</div>",https://gradaustralia.com.au/deloitte-development-program,Internships,,Deloitte Development Program,,,Australia wide,,2016-07-19T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>We are welcoming registrations from university engineering students who are interested in our future Summer Student Programs which run from December to February each year, and from which our graduates are chosen.</p>

<p>Cochlear – The Global Leader</p>

<p>Cochlear pioneered and is the global leader in the research and development, manufacture and marketing of implantable hearing solutions.  Our global headquarters and manufacturing centre is based in Sydney, Australia. Today Cochlear has a 70% share of the global market, employs more than 2,700 people worldwide, operates directly in over 20 countries and sells in over 100 countries.  Over 350,000 people across more than 100 countries now experience hearing as a recipient of a Cochlear hearing solution.</p>

<p>Technological innovation remains a key driver, with each generation of cochlear implant system providing increased benefits to recipients and the healthcare workers supporting them. Cochlear designs, develops and manufactures a range of products to suit all ages and lifestyles, with industry leading reliability and a lifetime commitment of ongoing support. We invest heavily in research and development to stay at the forefront of our industry and to support growth plans. In 2007, we invested 11% of our revenue in research and development.</p>

<p><strong>Introduction to the Summer Student Program</strong></p>

<p>The Cochlear Summer Student Program provides an exciting opportunity to experience life with an ASX100 company. It will give you a real taste of the world of work, giving you an opportunity to put into practice your academic learning. This is a unique opportunity to see our business first hand and work alongside world leading experts.</p>

<p>Our Summer Student Program offers Engineering placements in Sydney &amp; Brisbane within the following disciplines:</p>

<ul>
	<li>Electronic/Electrical Engineering</li>
	<li>Mechanical/Mechatronics Engineering</li>
	<li>Material Science</li>
	<li>Software Engineering</li>
	<li>Manufacturing – Production / Process / New Product Introduction</li>
</ul>

<p><strong>What the Program offers</strong></p>

<p>In return for your energy, skills and enthusiasm we will give you an action packed experience with an opportunity to stretch and challenge yourself along the way.</p>

<ul>
	<li>Financial Support: A pro-rata salary paid to you for the summer placement duration</li>
	<li>Working at our global headquarters in Macquarie or our Brisbane operations</li>
	<li>A variety of challenges that will push you to your limits</li>
	<li>Experience some of the same learning and development that our acclaimed Graduate Program offers</li>
	<li>Placement objectives being set in your first week to give a sense of clear direction</li>
	<li>An innovative culture with access to world leading experts</li>
	<li>A great place in which to work with a strong culture of collaboration</li>
	<li>An opportunity to apply for the Graduate Programme</li>
</ul>

<p><strong>Cochlear Graduate Program</strong></p>

<p>At the end of your Summer placement we meet with your line manager to review your performance and complete an end of placement review. You are then eligible to apply for a place on our world class professional graduate development program, an 18 month intensive initiative that is currently being designed and tailored, specifically for graduates. Our graduate program includes essentials such as: Leadership Development, Technical Training &amp; Experience, Coaching &amp; Mentoring, and Development Opportunities (eg rotations throughout the business). The goal is to take you from a fresh graduate to an industry leading professional by the end of the program.</p>

<p><strong>Eligibility Rules</strong></p>

<p>Each year the eligibility criteria for the Summer student are:</p>

<ul>
	<li>You are in your penultimate year of studies</li>
	<li>You can commence full time permanent employment in the year following graduation</li>
	<li>A permanent resident or citizen of Australia</li>
	<li>Able to commute daily to our offices in either Sydney or Brisbane</li>
</ul>

<p>Interested in our future Summer Programs? If you are currently a 1st or 2nd year student and would like to receive an email notification about future intakes, you can still register today and our system will make a note of your graduation year.</p>

<p><strong>How to apply when the time comes?</strong></p>

<p>Applications are managed through our online HR system. All applications will be assessed after the application closing date for that year, so you can apply anytime once the applications have opened (usually around May). You will be emailed notifications on the status of your application but due to high volumes, we are unable to accept telephone calls and ask applicants to adhere to this policy.</p>

<p>When completing the application form, we recommend that you take some time to consider how you answer all the questions, as we use the quality of all your answers to make a decision whether to invite you to the interviews rounds.</p>

<p><strong>Please note: This registration process does not constitute an official application for the Cochlear Summer Student program. You will still need to complete an official application in the relevant year that you are eligible.</strong></p>
</div>",https://gradaustralia.com.au/cochlear-expressions-of-interest,Internships,None,Cochlear - Expressions of Interest ,,http://www.cochlear.com/wps/wcm/connect/intl/careers/your-cochlear-career/graduates-and-students,Sydney & Brisbane,,,
,"<div class=""field-item even"" property=""content:encoded""><p>Canstar IT is an established division of the organisation with an exciting new products and strategy to deliver for B2B and B2C Business.</p>

<p>As an intern developer you will have the opportunity to learn various tools and processes along with knowledge about various finance and insurance products. You will be required to conduct analysis to understand the needs and requirements of the project and apply the best fit for the solution and implement the project. This is a great opportunity to gain broad ranging business experience as you explore and contribute to a new business initiative. It will suit an enthusiastic IT student with an interest in Finance and Business.</p>

<p><strong>The key responsibilities and duties of the Software Engineer:</strong></p>

<ul>
	<li>Understand the business requirements</li>
	<li><span style=""line-height:1.6"">Technical Documentation of the project.</span></li>
	<li>Develop various web applications/ components to application</li>
	<li>Write Test plan and test scripts for the project</li>
</ul>

<p><strong>Essential Selection Criteria:</strong></p>

<ul>
	<li>Working towards a degree in Information technology or software engineering or related field</li>
	<li>Energetic, ability to work autonomously and be a self-starter</li>
	<li>Passionate about programming and writing test driven application</li>
	<li>Ability to clearly communicate ideas and research outcomes</li>
	<li>Work well in the team environment</li>
</ul>

<p><strong>Essential Skills</strong></p>

<ul>
	<li>Javascript</li>
	<li>PHP development</li>
	<li>SQL –scripting</li>
	<li>Angular js</li>
	<li>Restful webservice</li>
	<li>Backbone.js framework</li>
	<li>Mongodb<br>
	 </li>
</ul>

<p>If this sounds like you, apply now.</p>
</div>",https://gradaustralia.com.au/canstar-internship-software-engineer-position-brisbane,Internships,,Canstar Internship- Software Engineer Position Brisbane,,http://www.canstar.com.au/careers/,Brisbane,,2016-02-24T00:00:00+11:00,
,"<div class=""field-item even"" property=""content:encoded""><p>A London and Melbourne based, start up agency backed by a strong consortium of investors, well connected within the <span style=""line-height: 1.6;"">sports and music industry. TRM acts as a resource agency to service the sponsorship requirements of top tier sports, </span><span style=""line-height: 1.6;"">music and entertainment personnel around the world. This is an exciting opportunity to join the research function of a </span><span style=""line-height: 1.6;"">fast-paced sports agency in TRM’s new office in Melbourne. The Commercial Analyst will apply qualitative and </span><span style=""line-height: 1.6;"">quantitative analysis to interpret data, create reports and make recommendations when presenting the findings.</span></p>

<p><strong>DUTIES &amp; RESPONSBILITIES</strong></p>

<p>Your duties will include but not limited to:</p>

<ul>
	<li>Primary and secondary research into popularity of sports and sports properties</li>
	<li>Thorough industry and company reports identifying new sponsorship opportunities</li>
	<li>Manage a database of prospects across a variety of sectors</li>
	<li><span style=""line-height: 1.6;"">Suggest, influence and recommend solutions for implementation</span></li>
	<li>Highlighting KPI’s for why businesses may want engage into sponsorship</li>
	<li>Assisting the sales team with specialised knowledge on industries and companies</li>
	<li>Liaise with all departments to maximise efficiencies</li>
	<li>Generate reports that analyse competition and customer insight</li>
	<li>Develop sales material in tandem with sales and operations teams</li>
	<li>Identify synergies between Prospect and Property for potential sales opportunity</li>
	<li>Contact sourcing for key personnel at various companies</li>
</ul>

<p>This opportunity will be for an initial 1-2 months internship, with the view to review the role on a constant basis. There <span style=""line-height: 1.6;"">will be the possibility to extend the partnership depending on the scope of future business in Australia, as well as re- </span><span style=""line-height: 1.6;"">locating candidates who excel to the UK to support the main operation of TRM. The placement offers a unique </span><span style=""line-height: 1.6;"">opportunity to learn about the sports and music industry and top tier requirements alongside the understanding of the </span><span style=""line-height: 1.6;"">day to day operations of a sports agency. This role will provide a unique opportunity to develop your research, </span><span style=""line-height: 1.6;"">analytical and business skills in an exciting setting and offer the chance to grow organically within the organisation.</span></p>

<p><strong>QUALIFICATIONS, SKILLS &amp; EXPERIENCE</strong></p>

<p>In order to be considered for this opportunity, you must be a graduate with a minimum of a credit in English, <span style=""line-height: 1.6;"">Economics, Politics, Business Studies or any relevant analytical discipline. This role is most suited to an ambitious, </span><span style=""line-height: 1.6;"">hardworking individual with an entrepreneurial spirit and should be able to work in a logical and tenacious manner </span><span style=""line-height: 1.6;"">sourcing difficult to find information.</span></p>

<p>A large part of the internship will be research focused, therefore the candidate will need to be competent in using <span style=""line-height: 1.6;"">Microsoft Excel. The candidate will possess financial modelling skills, and be able to demonstrate strong written and </span><span style=""line-height: 1.6;"">verbal reasoning. With the ability to obtain, analyse and tabulate data to identify key hooks towards sponsoring a </span><span style=""line-height: 1.6;"">sporting asset.</span></p>
</div>",https://gradaustralia.com.au/trm-partners-commercial-analyst-melbourne,Graduate Jobs,,TRM Partners Commercial Analyst- Melbourne,,http://www.trmpartners.com/,Melbourne,,2016-08-18T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>The Suncorp Group Graduate Program is a 1-2 year program with streams in </p>

<ul>
	<li>Banking</li>
	<li>Agribusiness Banking</li>
	<li>Actuarial </li>
	<li>Corporate </li>
	<li>Business Technology </li>
	<li>Insurance </li>
</ul>

<p>Graduate roles commence either August or February each year. As a Suncorp Grad, you will work alongside our awesome leaders and be exposed to continuous learning that will open your mind and connect you to our customers and the broader community.</p>

<p>Applications for the 2017 program have now closed, but register on GradAustralia.com.au and bookmark Suncorp as a favorite employer to receive email alerts when the 2018 Graduate Program applications open in early 2017. <br>
<br>
<strong>Who are we seeking?</strong><br>
Graduate students studying at an Australian university, who would enjoy the flexibility to choose their own path. Suncorp is about opportunity, and we are looking for people with high level communication skills, who are motivated, enthusiastic and want to get more exposure. We want people who can fit into our friendly, caring environment and wish to make an impact in their community.<br>
<br>
To be eligible for the Suncorp Graduate Program you must reside in Australia and be an Australian or New Zealand Citizen or Australian Permanent Resident.</p>
</div>",https://gradaustralia.com.au/suncorp-group-graduate-program,Graduate Jobs,50 - 64% WAM (Pass),Suncorp Group Graduate Program ,,http://www.suncorpgroupgraduates.com.au/,"Brisbane, Sydney & Melbourne & some regional locations ",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p><br>
NERA Economic Consulting is a global firm of experts dedicated to applying economic, finance, and quantitative principles to complex business, government and legal challenges. For half a century, NERA’s economists have been creating strategies, studies, reports, expert testimony, and policy recommendations for government authorities and the world’s leading law firms and corporations. With its head office in New York City, NERA serves clients from more than 25 offices across North America, Europe, and Asia Pacific.<br>
 <br>
We bring academic rigor, objectivity, and real world industry experience to bear on issues arising from competition, regulation, public policy, strategy, finance, and litigation.<br>
 <br>
We have openings for Research Officers/Analysts to join in Sydney or Melbourne, Australia. The team provides research, analysis, strategy, and valuation advice along with advisory and litigation support service to clients.<br>
 <br>
The Australian teams are part of a global network of leading economic and industry experts. They provide competition, regulation, economic modelling and policy advisory services to government departments, agencies and businesses in Australia and the Asia Pacific region across the following sectors: Energy and resources; Environment and climate change; Water; Transport and logistics; Health and human services; Telecommunications and media.<br>
 <br>
The responsibilities of a Research Officer/Analyst will include quantitative and qualitative research, analysis and report writing. The role may include tasks such as: analysis of financial market data; designing and building quantitative models and applying econometric analysis to economic and financial data; collecting market, industry, company, and competitor information; reviewing, summarising and analysing industry trends; designing and undertaking cost benefit analyses and other economic impact assessments; conducting stakeholder consultations/surveys/interviews; conducting literature reviews; analysing legislation, regulation and government policy documents; drafting proposals, reports and presentation materials; and participating in team meetings and conference calls.<br>
 <br>
This is a team-based, multi-tasked environment that requires the delivery of high quality work within tight timeframes. Successful candidates will be self-motivated and have the confidence to apply economic frameworks and analytical methodologies to a wide-range of business issues and government policy matters. <br>
   <br>
NERA provides a challenging and rewarding professional experience with competitive compensation and benefits. We promote from within, and support both personal and professional growth. Elements of our program include a comprehensive induction, skills enhancement training sessions, and formal performance evaluations twice a year.Qualifications<br>
 <br>
Candidates should hold an undergraduate degree with honours or a postgraduate degree in Economics, Finance or a related discipline with exceptional academic records, and enjoy microeconomics and quantitative and qualitative research and analysis. Qualified candidates must be detail-oriented, able to think analytically and critically, and have excellent verbal and written communication.<br>
To apply for this position, please submit your CV, cover letter, writing sample and transcripts directly to this posting.<br>
 </p>
</div>",https://gradaustralia.com.au/nera-economic-consulting-research-officeranalyst-energy-environment-network,Graduate Jobs,,Nera Economic Consulting Research Officer/Analyst - Energy Environment Network,,http://www.nera.com/careers.html,Melbourne,,2016-04-15T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>Generally, graduate positions are offered to those who have completed a summer clerkship at the end of their program. Graduates complete 6 month rotations across 3 different practice areas, with the exception to this being Canberra, where at least 2 are completed. Our graduates participate in a targeted development program through a framework that cultivates valuable skills and that sets them up for success now and in the future.</p>

<p><strong>The program provides a practical business foundation for junior lawyers. You’ll receive:</strong></p>

<ul>
	<li>Meaningful work covering a wide range of practice areas</li>
	<li>Client contact and an in-depth understanding of how they operate in a commercial and regulatory environment</li>
	<li>The opportunity to work with a range of partners, senior associates and solicitors in different practice groups</li>
	<li>A practical understanding of areas of our legal practice</li>
	<li>A comprehensive knowledge of the firm, our technology, our resources, our processes and, of course, the people you’ll work with.</li>
</ul>

<p>As part of the Graduate Program, we also offer a Practical Legal Training (PLT) course with the College of Law to our Australian Law Graduates, ensuring that you meet the requirements for admission to legal practice.</p>

<p>At King &amp; Wood Mallesons we adopt a holistic ""70/20/10"" learning philosophy. This means that we encourage an integrated approach to learning, where you build capability through a range of “formal” and “informal” learning experiences, ranging from day-to-day work activities, through to the more traditional face to face learning programs.</p>

<p>The program also promotes and supports the mobility of our staff across our offices by giving you the opportunity to apply to go on exchange in one of our interstate or overseas offices. Through this, you are able to access a greater choice and variety of destinations and on-the-job experience.</p>

<p>KWM distinguishes itself from other top tier law firms in the way that it grows market leaders. We recruit high achieving, client centric, learning agile people with an international perspective. We understand that technical excellence is only one success factor. We value a range of skills in our employees and recognise that a diversity of strengths leads to best results. We are looking for people who have an intellectual curiosity and are intrinsically motivated. Excellent marks are not necessarily a predictor of career success.</p>

<ul>
	<li>Are you empathetic? Can you stand in the shoes of our client and experience the problem from their perspective?</li>
	<li>Is it more important to you to admire the problem or are you most interested in providing a practical, efficient and commercially sound solution?</li>
	<li>Are you traditional and risk averse or are you excited by a changing and fluid work environment?</li>
	<li>When you think about your career are you only focused on Australia, or do you appreciate that Australia’s closest neighbours are the new power houses of the global economy?</li>
</ul>

<p><span style=""line-height:1.6"">We believe in team work and the ‘Power of Together’. We are not a collection of siloed practices, but work closely across the network to pursue client opportunities. Through a high performance culture our results are realised through collaboration, innovation and engagement. </span></p>
</div>",https://gradaustralia.com.au/king-wood-mallesons-graduate-program,Graduate Jobs,,King & Wood Mallesons Graduate Program,2016-02-01T00:00:00+11:00,http://www.kwm.com/people,"CBD in Sydney, Melbourne, Brisbane, Canberra & Perth",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>We are currently offering global internship programmes located in Hong Kong, Singapore and China within our four global businesses.  Applications open from mid-August 2016.  Please visit our careers site to apply as well as find out if we have any additional markets in Asia recruiting for 2017 intake for our student or graduate programmes.</p>
</div>",https://gradaustralia.com.au/hsbc-global-internship-programmes,Internships,, HSBC Global Internship Programmes ,,http://www.hsbc.com/careers/students-and-graduates,Asia Pacific ,,,
,"<div class=""field-item even"" property=""content:encoded""><p>We are currently offering global graduate programmes located in Hong Kong, Singapore and China within our four global businesses.  Please visit our careers site, to apply as well as find out if we have any additional markets in Asia recruiting for 2017 intake for our student or graduate programmes</p>

<p> </p>
</div>",https://gradaustralia.com.au/hsbc-global-graduate-programmes,Graduate Jobs,,HSBC Global Graduate Programmes ,,http://www.hsbc.com/careers/students-and-graduates,Asia Pacific,,,
,"<div class=""field-item even"" property=""content:encoded""><p>Developed for penultimate and final year university students, our Internship/Industry Based Learning (IBL) program provides the opportunity to work in a friendly and supportive, professional work environment. As an intern at GSK, you will gain invaluable hands-on work experience that will build on your university learning and enhance your future job applications.</p>

<p>In January 2016 we welcomed 60 interns to the business, located across:</p>

<p>Victoria<br>
NSW<br>
Auckland</p>

<p><strong>Applications accepted from</strong></p>

<p>We accept applications from penultimate and final year university students studying a Bachelors degree in: </p>

<ul>
	<li>Engineering</li>
	<li>International Business/Business</li>
	<li>Commerce</li>
	<li>Finance</li>
	<li>Accounting</li>
	<li>Economics</li>
	<li>Marketing</li>
	<li>Supply Chain</li>
	<li>Procurement</li>
	<li>Medical Sciences</li>
	<li>IT</li>
</ul>

<p><strong>What does the program offer me?</strong></p>

<p>Our IBL program suits students who want a career with real purpose. Participants benefit from a rich variety of structured training and individual mentoring while gaining genuine experience in your chosen field. We have designed our program to ensure that you will work closely with your manager and professionals who are passionate about their work and are willing to pass on their learning and knowledge. This way, you will get to develop great skills crucial for your future success in the workplace. </p>

<p>Our twelve-month, full time program provides undergraduates with practical ‘hands-on’ work experience. Upon completion of this program, your career prospects will be even brighter. Many of our previous students have taken full-time roles within GSK on completion of their studies. The GSK Internship/IBL program is therefore the perfect opportunity to launch your career.</p>

<p>You will be a part of a structured and robust program to give you the optimum opportunity for appropriate learning and development. You will benefit from the following:</p>

<ul>
	<li>Being involved in hands on real and interesting work</li>
	<li>Opportunity to work on key projects to build all the core technical and business skills</li>
	<li>Be actively involved in career networking forums</li>
	<li>Access to various internal and external training opportunities</li>
	<li>Report directly to a line manager</li>
	<li>A two day corporate induction to GSK</li>
	<li>Be involved in GSK’s staff volunteering program to help the community</li>
</ul>

<p><strong>What do I need to succeed?</strong></p>

<p>Our interns need ambition, commercial awareness and a self-motivated, proactive approach. We’re looking for clear, effective communicators who can quickly build a rapport with a wide range of people. It’s also important that you can adapt to change and keep focused. While you have the drive and confidence to trust your own judgment, you’re a real team player who actively collaborates with others.</p>

<p><strong>How do I apply?</strong></p>

<p>During the applications open period, submit your application through the “Search Jobs and Apply” tab on the GSK website. To view the vacancies, search using the keyword “IBL” in the relevant location. You will then be requested to log in and enter your personal information.</p>

<p><strong>Essential Program Criteria</strong></p>

<p>Before submitting your application, please ensure that you meet the essential criteria for the program that you are applying to and that you provide this information accurately. Please note that if you do not meet the essential requirements of the program, you may receive an automatic response, declining your application.</p>

<p><strong>Timeline &amp; Assessment Process</strong></p>

<p>Our robust recruitment process includes online application, video interview and assessment centre. This takes place over the course of around 8 weeks.</p>

<p><strong>Sound exciting? We think this could be the best career move you ever make.</strong></p>

<p> </p>
</div>",https://gradaustralia.com.au/gsk-internship-program,,None,GSK Internship Program ,2017-01-01T00:00:00+11:00,http://www.gsk.com.au/careers,"Our VIC internship opportunities are based in Abbotsford & Boronia, NSW opportunities in Ermington and our NZ opportunities in Auckland. ",,,
,"<div class=""field-item even"" property=""content:encoded""><p>Become a Future Leader at GSK and help change the face of healthcare.</p>

<p>GSK is a place where ideas come to life. As one of the world’s leading research-based pharmaceutical companies, GSK is dedicated to delivering products and medicines that help millions of people around the world do more, feel better and live longer.</p>

<p>Operating in Australia since 1886, we provide about 1500 skilled jobs across the country, working with researchers and doctors to discover new ways of treating and preventing disease. In 2013 we invested $51 million in local R&amp;D and contributed $515 million to Australia’s pharmaceutical and medicinal exports.</p>

<p>Excited by the constant search for innovation, we value performance achieved with integrity. We will attain success as a world class global leader with each of our people contributing with passion and a clear sense of purpose.</p>

<p>Finding the next generation of leaders for our business is no small task, since there’s no one kind of person who succeeds at GSK. The international scope and inherent diversity of our business means that all types of people find they can flourish and grow within the company.</p>

<p><strong>What Programs are offered?</strong></p>

<p>GSK’s Future Leaders program seeks Bachelor or Master level graduates in the below disciplines, coupled with a strong interest in general management and with the real potential to be a future leader of the business:</p>

<ul>
	<li>Engineering (VIC &amp; NSW)</li>
	<li>Business/Commerce (VIC &amp; NSW)</li>
	<li>Human Resources (VIC)</li>
</ul>

<p><strong>What will the program be like?</strong></p>

<p>These three-year programs will involve three to four rotations, placing you in different locations across Australia and in some cases the globe. Within each rotation you will work on an important project, making a valuable contribution to the business and challenging yourself to be the best you can be.</p>

<p>The Future Leaders Program suits graduates who want a career with real purpose. It’s an accelerated development program that equips graduates with the knowledge, skills and attributes to move quickly into senior positions at GSK. Participants benefit from a rich variety of structured training, individual mentoring, and opportunities to experience different aspects of the business. From the start, our challenging rotations will help you deliver the standards of excellence that we’d expect from a future leader.</p>

<p><strong>What do I need to succeed?</strong></p>

<p>Our Future Leaders need ambition, commercial awareness and a self-motivated, proactive approach. We’re looking for clear, effective communicators who can quickly build a rapport with a wide range of people. It’s also important that you can adapt to change and keep focused when the pressure is on. While you have the drive and confidence to trust your own judgment, you’re a real team player who actively collaborates with others. In addition, you’ll need an analytical mind, a talent for multi-tasking and the ability to influence others.</p>

<p><strong>How do I apply?</strong></p>

<p>During the applications open period, submit your application through the “Search Jobs and Apply” tab on the GSK website. To view the vacancies, search using the keyword “Future Leaders” in the relevant location. You will then be requested to enter your personal information and then submit your responses to two questions about your interest and motivation to work for us.</p>

<p><strong>Essential Program Criteria</strong></p>

<p>Before submitting your application, please ensure that you meet the essential criteria for the program that you are applying to and that you provide this information accurately. Please note that if you do not meet the essential requirements of the program, you may receive an automatic response, declining your application.</p>

<p><strong>Online Testing</strong></p>

<p>As part of our selection process we may ask you to complete between one and three online assessments. You will receive an email from us with a link to a personalised ‘my assessment’ homepage where you can access your first assessment. Please note, you will be given 72 hours from receipt of this email to complete your first assessment. If you don’t complete the assessment within 72 hours, it will expire and your participation in our selection process will come to an end.</p>

<p>We would like to advise you to review your email daily to check whether you have been sent your first assessment.</p>

<p><strong>Timeline &amp; Assessment Process</strong></p>

<p>Our robust recruitment process includes online application, online testing, video interview and assessment centre. This takes place over the course of around 8 weeks per program.</p>

<p><strong>Sound exciting? We think this could be the best career move you ever make</strong>.</p>
</div>",https://gradaustralia.com.au/gsk-future-leaders-program,Graduate Jobs,None,GSK Future Leaders Program,2017-01-01T00:00:00+11:00,http://www.gsk.com.au/careers,"These three-year programs will involve three to four rotations, placing you in different locations across Australia and in some cases the globe",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>The TurksLegal graduate program is a core initiative that operates in both the Sydney and Melbourne offices. It aims to attract applicants who’ve excelled academically and are keen to embark on a legal career. Our preference is for students to have completed PLT and either already be admitted or close to admission.</p>

<p>The program runs for 12months, consisting of three rotations in total. Each graduate will spend four months in Commercial, Insurance &amp; Financial Services and Employers Liability.</p>

<p>Our graduates relish the opportunity to be involved in cutting-edge legal work, learning from experts at the top of their game.</p>

<p> </p>
</div>",https://gradaustralia.com.au/turks-graduate-program,Graduate Jobs,,Turks Graduate Program,,http://www.turkslegal.com.au/careers,Sydney & Melbourne,,,
